,0,1
307,lot of 4 soup or place spoons,1
308,national silver,9
309,lot of 5 soup spoons,2
310,set 5 dinner knives,1
311,lot of 5 salad forks,2
312,gold hue,6
313,holloware,1
314,brand 2,17
315,brand 3,1
316,description,55
317,metal purity,30
318,lot of 2 soup spoons,1
319,purification method,9
320,can hold boiling water or not,12
321,disposable,12
322,fold,8
323,bag style,15
324,with tableware or not,12
325,with cooler bag or not,8
326,water purification method,7
327,appearance,16
328,pattern name,249
329,pattern 2,12
330,pattern 3,1
331,purpose,9
332,release,1
333,overall length,8
334,northland oneida,13
335,empire cutlery,14
336,national intermezzo,23
337,usage 3,1
338,usage 2,1
339,feature 3,18
340,lot of 5 forks,1
341,lot of 8 salad forks,3
342,lot of 6 tea spoons,5
343,lot of 3 tea spoons,1
344,set of 6 dinner knives,1
345,lot of 9 tea spoons,2
346,lot of 8 seafood forks,2
347,set of 6 tea spoons,2
348,meat fork,2
349,item description,9
350,usage,17
351,suitble for,3
352,spoon type,9
353,brand name,3
354,net weight,15
355,plated,1
356,use for,14
357,cutlery,4
358,envío gratis,20
359,marked,2
360,quantity unit,28
361,room,24
362,cutlery set workmanship,1
363,cutlery set composition,1
364,cutlery name,4
365,dinner knives detail2,2
366,dinner knives detail3,2
367,dinner knives detail4,1
368,dinner knives detail5,1
369,dinner knives feature,1
370,dinner knives detail1,2
371,cutlery set material,2
372,workmanship,9
373,dinnerware name,1
374,dinnerware material,1
375,dinnerware detail4,1
376,dinnerware detail3,1
377,dinnerware detail2,1
378,dinnerware detail1,1
379,name,18
380,22cm case,1
381,detail4,10
382,detail3,10
383,detail2,10
384,detail1,10
385,30pcs include,2
386,24pcs include,10
387,set of,10
388,gentle rose,10
389,1.17 x h,1
390,gtin,24
391,pattern design,23
392,manufacture,4
393,for,9
394,set,10
395,pieces included,5
396,producttypesubcategory,1
397,vintage y/n,1
398,unknown,2
399,pieces,3
400,main material,13
401,good for,42
402,holiday / occasion,13
403,country of origin,111
404,return accepted,2
405,seller rank,2
406,shipment,2
407,alternative uses,12
408,thick,2
409,size lw,1
410,applicable people,1
411,characteristics,3
412,product description,2
413,surface treatment,5
414,bullet 2,29
415,bullet 1,29
416,bullet 3,29
417,bullet 4,9
418,status,58
419,quantity per auction,23
420,item dimensions,12
421,pattern status,7
422,type of handle,5
423,best product,3
424,norisk guarantee,3
425,item location,20
426,product%252btype,2
427,product%252525252525252btype,2
428,pattern - glassware,4
429,previously enjoyed,2
430,very good condition,8
431,country////region of manufacture,23
432,date of manufacture,4
433,ak shipping,6
434,p.o. box shipping,8
435,customer support,9
436,shipping 48 lower states,8
437,sales tax,12
438,year of introduction,1
439,item number,4
440,designed in,2
441,feature 4,4
442,made in germany,9
443,happy home germany,9
444,motif on handles,1
445,handles,2
446,bowl finish,3
447,item name,1
448,drop shipping,1
449,loc,11
450,gender,19
451,#6,2
452,item type,14
453,type of flatware,4
454,package contain,13
455,cheese tools type,3
456,ekco canoe muffin silverware,1
457,stainless,1
458,subject,10
459,free shipping return,23
460,shipping from usa,23
461,no sale tax,23
462,"6 3/4"""" 17.1 cm",1
463,item size,16
464,bundled items,1
465,lot,4
466,quantity in pack,1
467,style era,5
468,popular assortments,21
469,6 tea spoons,2
470,set size,38
471,suggested uses,16
472,handle finish,11
473,style period,20
474,stainless steel type,45
475,total quantity,2
476,facebook page,16
477,design accent,4
478,multipack quantity,1
479,style type,2
480,carving or serving fork size,1
481,serrated carving or slicing knife size,1
482,character,7
483,oneida,10
484,inv loc,5
485,set pieces,1
486,product group,10
487,cuisine,1
488,hood material,5
489,bottle material,3
490,stand material,2
491,regional design,1
492,oneidacraft deluxe ss flatware chateau,1
493,special features,8
494,package includes,5
495,use method,1
496,geometric lines,1
497,value pack,2
498,plastic,1
499,bullet point 1,5
500,bullet point 3,5
501,haz-mat,5
502,keywords,6
503,pack quantity,5
504,prop 65,5
505,bullet point 2,5
506,season,22
507,satisfaction,35
508,gifts,20
509,store #,3
510,paattern,1
511,additonal features,5
512,mean colour,5
513,dimensions cm,5
514,year of design,3
515,design aesthetic,1
516,art,7
517,option,1
518,motif,6
519,steak knives quantity,4
520,seller's notes,7
521,date,9
522,type of handles,1
523,grapefruit scoop,3
524,2-3 days shipping,2
525,item condition,25
526,new never used,1
527,,5
528,free,2
529,warrantee,2
530,itempackagequantity,1
531,other type,1
532,lot of 3 dinner knives,3
533,present stainless,6
534,lot of 7 tea spoons,6
535,lot of 6 dinner forks,4
536,northland,15
537,lot of 7 dinner knives,4
538,washington forge,8
539,lot of 9 dinner knives,1
540,pair of meat forks,1
541,solingen,4
542,lot of 6 dinner knives,8
543,12 dinner knives teak rosewood lundtofte,1
544,type 4,6
545,type 3,15
546,lot of 6 soup spoons,6
547,nouvelle pattern,4
548,lot of 4 soup spoons,5
549,spreader & sugar spoon,4
550,international silver,5
551,serving spoon,7
552,inscription on knife,1
553,objet modified,8
554,offer grouped customized,8
555,product stranger,8
556,marca,3
557,fisnish,7
558,ice cream spoon size,1
559,butter knife size,1
560,shell spoon size,1
561,2 pieces includs,1
562,unit of measurement,12
563,ebay_category_suggestion,14
564,state,2
565,original box?,2
566,item #,25
567,fast fulfillment,2
568,pack of,2
569,listed by,3
570,initial,1
571,sport,1
572,product name,7
573,inventory #,1
574,releasedate,8
575,length in.,13
576,accent,2
577,year manufactured,6
578,ribbed handles,2
579,product%25252btype,2
580,items,4
581,new in package,2
582,very contemport,1
583,new from box,8
584,paddle wing handle,10
585,specific pieces,1
586,stainless quality,2
587,includes,25
588,include,2
589,wmf cromargan line demitasse spoon,2
590,suggested feeding temperature,1
591,measurement time,1
592,measurement of temperature,1
593,accuracy range,1
594,closure,1
595,storage code,3
596,length of spoons,1
597,suitable,3
598,length of chopsticks,2
599,length of forks,1
600,refund,14
601,return,12
602,number of pieces in lot,4
603,gold cake pie server,1
604,polish,1
605,advantage,3
606,products of knives and forks,1
607,product category,12
608,my stock number,2
609,silver content,4
610,1.09 x h,1
611,0.961 x h,1
612,number of place settings,4
613,product features,2
614,sub type,4
615,gold accent,1
616,how to use,1
617,4 salad forks,1
618,8 soup spoons,1
619,mark,3
620,oneida line,2
621,satin larch,7
622,spoon,3
623,capacity 2,4
624,material 2,3
625,chopsticks,1
626,gift option,1
627,other uses,4
628,california residents,1
629,item feature,1
630,1.shipping,3
631,average customer review,3
632,free return,3
633,2.shipping,3
634,replacements number,1
635,manufactured in,3
636,design style,11
637,palm springs modern,1
638,vintage dansk,1
639,raised dot circle handle end,1
640,oneidacraft deluxe youth fork and spoon,1
641,set includes one 1 each of the following,1
642,oneida country,4
643,"pr, hi, ak shipping",2
644,knife length,3
645,care,2
646,item 6,1
647,item 7,1
648,item 5,1
649,item 4,1
650,item 3,2
651,item 2,2
652,item 1,2
653,product tax,4
654,size type,19
655,1 x h,1
656,product shipping,4
657,new,1
658,silverware,4
659,minimalist,4
660,measures,3
661,object item,2
662,test/treatment parameter,2
663,similar to,2
664,lot of 5 dinner knives,2
665,lot of 7 soup spoons,3
666,stainless steel,6
667,lot of 4 dinner forks,1
668,adc3 pattern,3
669,lot of 3 serving spoons,1
670,salad serving fork,1
671,eterna,4
672,set of 2 serving spoons,2
673,exterior material,3
674,interior material,3
675,set of 8 dinner forks,1
676,nos! lot of 8 tea spoons,1
677,1847 rogers,6
678,serving or table spoon,3
679,textura pattern,3
680,vintage interpur stainless,2
681,aurora pattern,1
682,style motif & shape,4
683,product size,11
684,decal,1
685,detail5,3
686,cutlery detail4,1
687,cutlery detail2,3
688,suitable occasion,4
689,cutlery detail1,3
690,cutlery material,3
691,cutlery detail3,3
692,cutlery set detail3,1
693,cutlery set detail4,1
694,cutlery set name,1
695,cutlery set detail1,1
696,cutlery set detail2,1
697,cutlery set usage,1
698,detial5,1
699,detial4,1
700,detial3,1
701,detial2,1
702,detial1,1
703,matrial,1
704,gs flatware,1
705,remalux stainless flatware,1
706,remalux germany,1
707,"1 place spoon 7.25""""",1
708,lot of oneida kenwood spoons 4,1
709,1 soup/dinner spoon,1
710,is-customized,1
711,attachment,1
712,fit for,2
713,plating,12
714,total pieces in set,4
715,front,1
716,stand,1
717,engraved with,1
718,back material,1
719,gift box,2
720,team,1
721,package dated,1
722,1.28 x h,1
723,made in,1
724,comment,1
725,made of,1
726,crestware,1
727,last 2 photos,1
728,cocktail spoon,1
729,carving set,1
730,1950s barware,1
731,amboss vienna,1
732,steel,1
733,bar spoon,1
734,sasaki,1
735,iittala,1
736,iittala silverware,1
737,arne jacobsen,1
738,interpur,1
739,bauhaus,1
740,mid century modern silver,1
741,mid century modern barware,1
742,atomic era cocktail,1
743,eames era 1950s,1
744,eames era,1
745,alessi flatware,1
746,fathers day gift,1
747,georg jensen,1
748,ham knife,1
749,hand hansen,1
750,bullet 5,1
751,hubert fahrenheit range,2
752,location of item,6
753,locationbin,1
754,items dimensions,2
755,wire gauge awg,5
756,doll size,7
757,compatible wire gauge awg,5
758,cutlery products,8
759,kitchen tools & accessories,7
760,6x12pk total,1
761,material feature,2
762,usa shipping,8
763,main stone,1
764,main stone color,1
765,pure,1
766,total carat weight tcw,1
767,other names,1
768,diameter,1
769,new reed & barton lincolnshire flatware,3
770,lenox,2
771,main+color,2
772,case + utensils weight,5
773,piece count,5
774,knife weight,5
775,included utensils,4
776,flatware color,6
777,case color,5
778,case dimensions,4
779,used for,2
780,object,5
781,30 days warantee,1
782,classic design,1
783,dishwasher washable,1
784,ideal for,3
785,versatile,1
786,spesifications,1
787,product condition,2
788,knives forks spoons,2
789,piece #1,1
790,piece #2,1
791,piece #5,1
792,piece #4,1
793,piece #3,1
794,towle supreme gold color bamboo,2
795,number of tines,5
796,blade finish,7
797,6 dinner forks,1
798,set of 6 soup spoons,1
799,5 dinner knives,2
800,mixed lot,1
801,republic of,4
802,product weight,5
803,item #3,1
804,item #1,1
805,item #2,1
806,https,3
807,dimension,6
808,handlling time,3
809,matière,3
810,jan,8
811,shippingservice,7
812,tracking,7
813,oneida wm/ a. rogers,3
814,glassware category,3
815,soup spoon,3
816,holiday,2
817,sales mode,1
818,item typae,1
819,foldable,1
820,control number,1
821,dessert spoon,3
822,lot-rogers creation serving assortment,1
823,quality hostess/serving flatware pcs/set,1
824,patern,2
825,pre-owned,3
826,boca flatware,1
827,butter,1
828,sandwich,1
829,size （approx）,3
830,style / era,2
831,surface/appliance,6
832,vintage cosmo stainless,3
833,5 soup spoons,1
834,lot of 3 seafood forks,1
835,lot of 8 soup spoons,4
836,gravy ladle,4
837,faltware,1
838,43 pieces,1
839,northland - oneida,5
840,lot of 2 salad forks,1
841,topic,5
842,whittaker pattern,2
843,jelly server,2
844,winco,5
845,lot of 4 dinner knives,7
846,lot of 8 dinner forks,1
847,cosmos products 1966 flatware japan,1
848,lproduct weight,1
849,pattern theme,2
850,wmf china,4
851,wilshire hotel stainless,1
852,wallace luxe,1
853,wallace serving spoons,1
854,wallace spoons,1
855,wallace stainless,1
856,oneida community patrick henry,2
857,unit quantity,5
858,z-inv,5
859,inventory,1
860,made for,2
861,measurements,12
862,age group,3
863,box material,1
864,function,7
865,color 1,1
866,classification,2
867,best for,1
868,plastic handle,1
869,tablespoon measurement,1
870,sugar spoon measurement,1
871,cold meat fork measurement,1
872,butter knife measurement,1
873,mid century modern,12
874,uses,3
875,easy to use ?,1
876,ships from usa ?,1
877,ship from,3
878,shipping fee,1
879,measurement,4
880,color of handles,1
881,finsh,4
882,#5,2
883,sold by,1
884,sizename,1
885,colorname,1
886,manufactured by,5
887,3x12pk total,1
888,+ serving pieces,1
889,specification,3
890,mixing spoon,1
891,spoons,4
892,use for 1,1
893,use for 2,1
894,salad tools type,2
895,fit,5
896,suitable from,2
897,0.76 x h,1
898,vægt,1
899,mid century,2
900,flower floral,1
901,objects,1
902,5 dinner forks,1
903,patttern,4
904,handle markings,8
905,style 2,2
906,pipe length,1
907,motif & style,4
908,occasions for gifts,15
909,cutco,1
910,made in u.s.a.,1
911,nameofcollection,1
912,utensil a,1
913,utensil c,1
914,utensil b,1
915,lengths,4
916,detail6,1
917,platform,4
918,antique vintage signed japanese,1
919,producing country,1
920,serving pieces cont,8
921,satin bowl w/black accents,1
922,special attributes,1
923,use 4,3
924,use 3,3
925,use 2,3
926,use 1,3
927,dinner fork salad fork soup spoon,2
928,soup spoon tablespoon,1
929,age range,7
930,using for,6
931,vintage oneida stainless,4
932,set of 8 soup spoons,2
933,nos! lot of 8 salad forks,1
934,strathmore pattern,4
935,salad fork `,1
936,city of origin,1
937,dessert knife,1
938,dessert fork,1
939,productname,1
940,productsize,1
941,country/regionofmanufacture,1
942,country of manufacturer,2
943,stainless finish,1
944,shipping from,4
945,barcelona dalia spain dinner fork,1
946,estia,3
947,lot of 9 seafood forks,1
948,colonial hall pattern,3
949,5 piece hostess set,1
950,lot of 2 serving spoons,3
951,3 spreaders,1
952,set 4 soup or place spoons,1
953,weight oz.,1
954,p65 warning,1
955,personalized,2
956,replacements pattern name,4
957,model year,3
958,unit of sale,6
959,discontinued actual,3
960,is_customized,1
961,place of origin,1
962,qty,4
963,interpur flatware,1
964,interpur inr29,1
965,aka,5
966,realweight,4
967,multipurpose,1
968,item id,1
969,dimention,1
970,sitewidecondition,4
971,package weigth lbs,1
972,"package w"""" x h"""" x l""""",1
973,package weight lbs,2
974,creator of al-anon and wife of alcoholic,1
975,upc sku,2
976,monogram,5
977,1.07 x h,1
978,5 pc place setting stainless flatware,1
979,product weight lb,1
980,batteries,2
981,nsf listed,1
982,package contents,4
983,l x b x h,1
984,knife construction,1
985,warranty,4
986,countryregion of manufacture,2
987,restocking fee,3
988,production dates,1
989,pfaltzgraff,2
990,warranty manufacturer,1
991,accessories supplied,1
992,manufacturer/producer,1
993,maker mark,2
994,type handle,1
995,replacement silverware dinnerware chef,3
996,reusable,1
997,applicable place,2
998,dropshipping,1
999,color / finish,1
1000,berndork nicro stainless,1
1001,replacement dinnerware silverware chef,2
1002,best choise,1
1003,4-piece,2
1004,quantity a,2
1005,design era,2
1006,vintage,8
1007,marke,5
1008,hersteller,5
1009,outdoor tableware weight,1
1010,"2 solid serving tablespoons 8 3/8""""",1
1011,form,1
1012,number in set,2
1013,made from stainless steel,1
1014,durable construction for long-lasting us,1
1015,other items,1
1016,set of 8 tea spoons,2
1017,6 dinner knives,3
1018,set of 5 dinner knives,1
1019,returnes,1
1020,flatware color option,5
1021,blade size,1
1022,type of advertising,2
1023,card number,4
1024,core type,1
1025,time listed,1
1026,warehouse location,1
1027,oversized multi-colored corn holders,3
1028,0.66 x h,2
1029,disposable plastic silverware,1
1030,throwaway silverware,1
1031,pet-free home,1
1032,picnic cutlery,1
1033,fork spoon knife napkin chopsticks,1
1034,very high quality,3
1035,pattrn,3
1036,number of pieces in set,2
1037,bag size,1
1038,pattern aka,5
1039,customer reviews,3
1040,date first listed on amazon,3
1041,best sellers rank,3
1042,countryregion of origin,2
1043,location a,1
1044,hipster,1
1045,compatible with,2
1046,gold plated korea,2
1047,rogers gold plate shell,3
1048,rogers spoons,1
1049,gold plated flatware,3
1050,how many pieces,3
1051,entire spoon,1
1052,soup knife hallow modern,1
1053,protective qualities,1
1054,flatware handle,3
1055,care and cleaning,3
1056,international stainless,1
1057,gold trim on front,2
1058,2 tine forks,3
1059,matt polish,1
1060,applicable occasions,4
1061,ceramic type,1
1062,oxford hall,1
1063,serving spork,1
1064,master spreader,2
1065,lot of 4 tea spoons,1
1066,piece type,2
1067,type 5,2
1068,type 6,1
1069,use 5,2
1070,kit quantity,2
1071,grill size,1
1072,effect,1
1073,shade,2
1074,taw,1
1075,set of 10 pieces,1
1076,lot of 3 gumbo spoons,1
1077,lot of 7 pieces,1
1078,lot of 3 servers,1
1079,gazelle krusius germany flatware,1
1080,lot of 6 soup or place spoons,1
1081,process,1
1082,drop shopping,1
1083,picnic,1
1084,hole in handle,1
1085,size individual packaging size,1
1086,number for users,1
1087,specialty tools type,1
1088,oneida community,2
1089,jolie,1
1090,americraft flatware,1
1091,gorham serving spoon,1
1092,gorham stainless flatware,1
1093,gorham,1
1094,rogers stainless 18/8 ice tea-cocktail,1
1095,utencil c,1
1096,utencil b,1
1097,utencil a,1
1098,utencil d,1
1099,track,1
1100,product model,2
1101,availability,3
1102,decor,2
1103,part,1
1104,number per auction,1
1105,fork,2
1106,box dimensions,1
1107,box included,1
1108,cookware material,4
1109,this is a place setting for one and includes,1
1110,barenthal,1
1111,card condition,1
1112,0.62 x h,1
1113,code,1
1114,packaging,1
1115,containers,1
1116,operatingsystem,1
1117,unit type,4
1118,2 piece set includes,1
1119,vintage type,1
1120,primary material,1
1121,decade,1
1122,grade,1
1123,6 salad forks,1
1124,8 dinner knives,2
1125,set of 6 salad forks,1
1126,knife lot,1
1127,features ll,1
1128,high quality,2
1129,light weight,1
1130,product id,2
1131,listing quantity,1
1132,10cmpackaging size,1
1133,0.3 x weight,1
1134,oneidaware teaspoon lot stainless,1
1135,airlines,1
1136,to serve,1
1137,rust resistant,1
1138,finishing,1
1139,rogers & bros,1
1140,wild plum,2
1141,vehicle make,2
1142,nominal jaw length,4
1143,animal type,1
1144,pet type,1
1145,pet,1
1146,pest type,1
1147,outlet port diameter,2
1148,shank size,3
1149,heel type,1
1150,inlet port diameter,2
1151,lego character,1
1152,includes 3 of each,1
1153,genre,1
1154,shipping cost,6
1155,payment,5
1156,good mirror polish,3
1157,manufacture dates,12
1158,additional brand,2
1159,lot of 6 salad forks,2
1160,lot of 8 dinner knives,2
1161,nos! lot of 8 soup spoons,1
1162,concave knife,1
1163,specialties,2
1164,"4 dinner knives 9""""",2
1165,dansk century frost salad fork,1
1166,lot of 7 dinner forks,1
1167,pastry server,1
1168,lot of 9! elegance dinner forks,1
1169,lot of 5 spoons,1
1170,solid shell casserole spoon,1
1171,reticulated serving spoon,1
1172,casserole spoon,1
1173,dana jubile dfa denmark flatware,1
1174,length cm,2
1175,pattern code,1
1176,pack size,4
1177,stainless steel coffee spoon,2
1178,package include set,1
1179,quantities,1
1180,cutlery composition,1
1181,cutlery usage,1
1182,dimenions,1
1183,community plate sheridon butter-sugar,1
1184,massage supplies,1
1185,1,4
1186,nominal pipe size nps,3
1187,tank width,3
1188,approx size,2
1189,2,1
1190,band color,1
1191,conductor material,1
1192,aef3,2
1193,bowl,3
1194,actual country of manufacture,2
1195,pattern - table linens,1
1196,productreferenceid,1
1197,additional decoration,1
1198,prattern,2
1199,old piece,2
1200,actual country of origin,1
1201,beaded edge 18/10 stainless,1
1202,manufacture_country,4
1203,note,7
1204,tableware,1
1205,lot of 5,1
1206,stylename,1
1207,accessories,2
1208,mixed,2
1209,cheese fork,1
1210,semi heart cheese knife,1
1211,net weight about,1
1212,cheese knives,1
1213,cheese shovel,1
1214,rectangular cheese knife,1
1215,wood type,1
1216,productid,2
1217,8 tea spoons,1
1218,lot of 14 pieces,1
1219,lot of 9 grille forks,1
1220,serving / hostess set includes,1
1221,0.555 x h,1
1222,retired ?,1
1223,part of set,1
1224,free return us customer only,1
1225,infant feeding spoon baby fork toddler,1
1226,this bundle contains,1
1227,countryl,2
1228,care  cleaning,1
1229,most suitable for,2
1230,easy to use,2
1231,comfortable,2
1232,rare gorham,1
1233,detail,4
1234,grapefruit citrus spoons,2
1235,microwave/oven/dishwasher,1
1236,#2,4
1237,style of handle,2
1238,width of bowl,1
1239,0.8 x h,2
1240,overall knife length,1
1241,overall fork length,1
1242,accessory type,2
1243,6 soup spoons,1
1244,lot of 7 salad forks,1
1245,lot of 5 dinner forks,1
1246,lot of 2 sugar spoons,1
1247,set of 2,1
1248,golden henley pattern,1
1249,rogers,4
1250,lot of 6 fruit spoons,1
1251,cheese knives quantity,1
1252,type 1,4
1253,swan base,1
1254,assortment type,2
1255,product color,3
1256,retired target.com - web only,1
1257,targeted audience,2
1258,piece 1 tableware type,1
1259,piece 2 length,1
1260,piece 2 tableware type,1
1261,piece 3 length,1
1262,piece 3 tableware type,1
1263,dining,2
1264,9.0,1
1265,model type,2
1266,bit size,2
1267,shipping advisory,2
1268,legacy line,1
1269,durable and stylish,1
1270,id,1
1271,6+6+6 total,1
1272,versailles pattern,3
1273,sold as quantity of,1
1274,measurement inches,1
1275,total number of pieces,1
1276,utensils,3
1277,benefits,1
1278,floral,2
1279,contact us,1
1280,gift type,3
1281,depth,1
1282,soup spoon length,1
1283,table spoon length,1
1284,lot of 9 grille knives,1
1285,blade & fork prongs material,1
1286,pattern features,1
1287,100% warranty and best service,2
1288,set includes 12 salad forks - items measurement are 6.5,1
1289,smooth,1
1290,he dominion pattern 12-piece salad fork set,1
1291,excellent durability and functionality,1
1292,customer's opinion,1
1293,mid century pattern stainless steel,1
1294,stainless flatware lot dinner fork,1
1295,seller location,3
1296,league,2
1297,serving fork,1
1298,japan,1
1299,tip,1
1300,coffee & tea tools type,1
1301,technics,1
1302,america's group,1
1303,template type,1
1304,shipping information,1
1305,item package,1
1306,item color,1
1307,hardness,1
1308,lenght,1
1309,using season,4
1310,tableware subtype,1
1311,is customized,1
1312,5 tea spoons,3
1313,set of 7 dinner knives,1
1314,4 tea spoons,1
1315,colonnade pattern,1
1316,contents of the package,1
1317,knife blade length,1
1318,fork overall length,1
1319,knife overall length,1
1320,wayzath pattern,1
1321,lot of 6 knives,1
1322,wmf cromargan spoleto japan,1
1323,dinner spoon,1
1324,tea spoon,2
1325,towle stainless,1
1326,towle stuart shell,1
1327,supreme by towle,1
1328,shipping service,1
1329,attribute,1
1330,monogrammed with,1
1331,includes 4 each,1
1332,product modle,4
1333,white,1
1334,imperial,1
1335,1971,1
1336,fast & free shipping?,1
1337,oneida 1881 rogers,1
1338,years of mfg,1
1339,handle type,1
1340,ethnicity,1
1341,soup or place spoon,1
1342,modern hollow knife,2
1343,feature 6,1
1344,feature 9,1
1345,feature 7,1
1346,feature 8,1
1347,feature 5,1
1348,3 demitasse spoons,1
1349,gold plated dessert forks,1
1350,set of 5 dinner forks,1
1351,brand/ name,1
1352,piece number,1
1353,servicio,1
1354,type ii,1
1355,stock,1
1356,floral wood handled,1
1357,number,2
1358,activity,1
1359,setting,1
1360,length 7.75 inches,1
1361,nos! lot of 8 dinner knives,1
1362,oneidacraft,2
1363,cocktail appetizer pickle,1
1364,pickle fork,1
1365,edgartown pattern,1
1366,multi-use,1
1367,ice,1
1368,durable and long-lasting,1
1369,value 8-pack,1
1370,spoon “bowl”,1
1371,classic style with a plain handle,1
